sentence,condition,cleaned_sentence,label
"When she was seven years old, she returned to England for prep school then went on to Sherborne School for Girls.",TSR,"when she was seven years old, she returned to england for prep school then went on to sherborne school for girls.",1
"Godfrey Lionel Rampling (born May 14, 1909) is a former British athlete and army officer, winner of gold medal in 4x100 m relay at the 1936 Summer Olympics.",TSR,"godfrey lionel rampling (born may 14, 1909) is a former british athlete and army officer, winner of gold medal in 4x100 m relay at the 1936 summer olympics.",1
"He was educated at Harrow, and in 1869 entered the 83rd Foot.",TSR,"he was educated at harrow, and in 1869 entered the 83rd foot.",1
"He was also the unsuccessful Republican nominee for President in the 1996 election, losing to the incumbent Bill Clinton.",TSR,"he was also the unsuccessful republican nominee for president in the 1996 election, losing to the incumbent bill clinton.",1
"Wright later attended Kenyon College, from which he graduated cum laude, after which he received a Fulbright Fellowship and travelled to Austria.",TSR,"wright later attended kenyon college, from which he graduated cum laude, after which he received a fulbright fellowship and travelled to austria.",1
"He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.",TSR,"he was born in cambridge, and educated at stowe school and trinity college, cambridge.",1
He was educated at Boston Latin School before attending Boston College.,TSR,he was educated at boston latin school before attending boston college.,1
Koldewey was a self-trained classical era archaeological historian.,TSR,koldewey was a self-trained classical era archaeological historian.,1
"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",TSR,"following the campaign, king was instrumental in the founding of the southern christian leadership conference (sclc) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.",1
Rupert John Cornford (27 December 1915 - 28 December 1936) was an English poet and communist.,TSR,rupert john cornford (27 december 1915 - 28 december 1936) was an english poet and communist.,1
"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been ""gray as a mule since seventeen"".",TSR,"it was once mentioned, by homer, that she actually dyes her hair blue, as she's been ""gray as a mule since seventeen"".",1
"Clara Blandick (born June 4, 1881 in Hong Kong; died April 15, 1962 in Hollywood, California) was a twentieth century American actress best known for her portrayl of Auntie Em in the 1939 film The Wizard of Oz.",TSR,"clara blandick (born june 4, 1881 in hong kong; died april 15, 1962 in hollywood, california) was a twentieth century american actress best known for her portrayl of auntie em in the 1939 film the wizard of oz.",1
"Joseph was born in Boston, the son of Patrick J. Kennedy, a successful businessman and Irish Catholic community leader.",TSR,"joseph was born in boston, the son of patrick j. kennedy, a successful businessman and irish catholic community leader.",1
"He returned to the United States and graduated from Franklin and Marshall College in Lancaster, Pennsylvania, where he was active in drama.",TSR,"he returned to the united states and graduated from franklin and marshall college in lancaster, pennsylvania, where he was active in drama.",1
Once a very young Katharine Hepburn even accompanied her mother to a suffrage rally.,TSR,once a very young katharine hepburn even accompanied her mother to a suffrage rally.,1
"He was born in Montpelier, Vermont, attended Norwich University for two years (1852-1854), and graduated from the Naval Academy in 1858.",TSR,"he was born in montpelier, vermont, attended norwich university for two years (1852-1854), and graduated from the naval academy in 1858.",1
"In the Senate, he was aligned with the Federalists.",TSR,"in the senate, he was aligned with the federalists.",1
"He served not only as the band's frontman, but as its 'leader and spiritual center'.",TSR,"he served not only as the band's frontman, but as its 'leader and spiritual center'.",1
The producer had suddenly fired the play's original leading lady and asked Hepburn to assume the role.,TSR,the producer had suddenly fired the play's original leading lady and asked hepburn to assume the role.,1
He was born into a family of Swedish nobility.,TSR,he was born into a family of swedish nobility.,1
Bush was elected to a second term in the 2004 election.,TSR,bush was elected to a second term in the 2004 election.,1
"Niels Fabian Helge von Koch (January 25, 1870 - March 11, 1924) was a Swedish mathematician, who gave his name to the famous fractal known as the Koch curve, which was one of the earliest fractal curves to have been described.",TSR,"niels fabian helge von koch (january 25, 1870 - march 11, 1924) was a swedish mathematician, who gave his name to the famous fractal known as the koch curve, which was one of the earliest fractal curves to have been described.",1
"At Harvard, Roosevelt did well in science, philosophy, and rhetoric but fared poorly in classical languages.",TSR,"at harvard, roosevelt did well in science, philosophy, and rhetoric but fared poorly in classical languages.",1
"She has two children by her first husband, William LeBlond, and two children by her second husband, Robert P. Koch, whom she married in June 1992 at Camp David.",TSR,"she has two children by her first husband, william leblond, and two children by her second husband, robert p. koch, whom she married in june 1992 at camp david.",1
He was buried at the foot of Hill Cemetery.,TSR,he was buried at the foot of hill cemetery.,1
"Married to Almira Geraldine Goodsell, he built up the National City Bank of New York, and his son William Goodsell Rockefeller and Elsie Stillman, daughter of National City Bank president James Stillman, were the parents of James Stillman Rockefeller.",TSR,"married to almira geraldine goodsell, he built up the national city bank of new york, and his son william goodsell rockefeller and elsie stillman, daughter of national city bank president james stillman, were the parents of james stillman rockefeller.",1
She married José Ferrer in 1938; they divorced in 1948.,TSR,she married josé ferrer in 1938; they divorced in 1948.,1
"Jason Schwartzman (born June 26, 1980) is an American actor.",TSR,"jason schwartzman (born june 26, 1980) is an american actor.",1
"Henry David Reginald Margesson, 1st Viscount Margesson, of Rugby (July 26, 1890-December 24, 1965) was a British Conservative politician most popularly remembered for his tenure as Government Chief Whip in the 1930s.",TSR,"henry david reginald margesson, 1st viscount margesson, of rugby (july 26, 1890-december 24, 1965) was a british conservative politician most popularly remembered for his tenure as government chief whip in the 1930s.",1
He attended Wake Forest University.,TSR,he attended wake forest university.,1
"Carmine Coppola (born June 11, 1910 in New York City, died April 26, 1991 in Northridge, CA) was a composer, editor, musical director, and songwriter.",TSR,"carmine coppola (born june 11, 1910 in new york city, died april 26, 1991 in northridge, ca) was a composer, editor, musical director, and songwriter.",1
"He founded the University of Chicago in 1890, the Rockefeller Institute for Medical Research (now Rockefeller University) in New York City in 1901, the General Education Board in 1902, the Rockefeller Foundation in 1913, and the Laura Spelman Rockefeller Memorial in 1918, as well as giving large gifts to other institutions.",TSR,"he founded the university of chicago in 1890, the rockefeller institute for medical research (now rockefeller university) in new york city in 1901, the general education board in 1902, the rockefeller foundation in 1913, and the laura spelman rockefeller memorial in 1918, as well as giving large gifts to other institutions.",1
"Generally regarded as a member of the moderate New Democrat wing of the Democratic Party, he headed the centrist Democratic Leadership Council in 1990 and 1991.",TSR,"generally regarded as a member of the moderate new democrat wing of the democratic party, he headed the centrist democratic leadership council in 1990 and 1991.",1
De Forest went to Mount Hermon School and then enrolled at the Sheffield School of Science at Yale University in 1893.,TSR,de forest went to mount hermon school and then enrolled at the sheffield school of science at yale university in 1893.,1
"Clive Jay Davis (born April 4, 1934) is the founder of Arista Records, and member of the Rock and Roll Hall of Fame as a nonperformer.",TSR,"clive jay davis (born april 4, 1934) is the founder of arista records, and member of the rock and roll hall of fame as a nonperformer.",1
"Roosevelt was remarkable for his diverse interests, particularly in leading what he called the 'strenuous life'.",TSR,"roosevelt was remarkable for his diverse interests, particularly in leading what he called the 'strenuous life'.",1
"He attended secondary school (Volksschule), and learned the trade of a joiner.",TSR,"he attended secondary school (volksschule), and learned the trade of a joiner.",1
"Lyman Enos Knapp (November 5, 1837?October 9, 1904) was an American Republican politician who was the Governor of the District of Alaska from 1889 to 1893.",TSR,"lyman enos knapp (november 5, 1837?october 9, 1904) was an american republican politician who was the governor of the district of alaska from 1889 to 1893.",1
"He was previously a star college player at Ole Miss from 1968-1970; in his junior season he finished fourth in the voting for the Heisman Trophy, and in his senior season he finished third.",TSR,"he was previously a star college player at ole miss from 1968-1970; in his junior season he finished fourth in the voting for the heisman trophy, and in his senior season he finished third.",1
"Alexander Gretchaninoff (October 25, 1864 Moscow, – January 3, 1956 New York) was a Russian Romantic composer, a student of Sergei Taneyev and Nikolai Rimsky-Korsakov known for his children's music, and also for his liturgical and other choral music.",TSR,"alexander gretchaninoff (october 25, 1864 moscow, – january 3, 1956 new york) was a russian romantic composer, a student of sergei taneyev and nikolai rimsky-korsakov known for his children's music, and also for his liturgical and other choral music.",1
"From 1993 to 2002, she was married to actor Alec Baldwin, with whom she later engaged in a long legal custody battle regarding their child.",TSR,"from 1993 to 2002, she was married to actor alec baldwin, with whom she later engaged in a long legal custody battle regarding their child.",1
"Kristen Pfaff (May 26, 1967 - June 15, 1994) was a bass guitarist, best known for her work with Hole.",TSR,"kristen pfaff (may 26, 1967 - june 15, 1994) was a bass guitarist, best known for her work with hole.",1
"David Shire (born July 3, 1937 in Buffalo, New York) is an Jewish-American composer of film scores and Broadway musicals.",TSR,"david shire (born july 3, 1937 in buffalo, new york) is an jewish-american composer of film scores and broadway musicals.",1
"His mother noted that his personality changed dramatically, with Cobain becoming more withdrawn.",TSR,"his mother noted that his personality changed dramatically, with cobain becoming more withdrawn.",1
"Robert Koldewey (September 10, 1855 – February 4, 1925) was a German architect and archaeologist, famous for his discovery of the Hanging Gardens of Babylon in modern day Iraq.",TSR,"robert koldewey (september 10, 1855 – february 4, 1925) was a german architect and archaeologist, famous for his discovery of the hanging gardens of babylon in modern day iraq.",1
Bush is a lifelong member of the Republican Party and was a businessman in both the oil and professional sports industries.,TSR,bush is a lifelong member of the republican party and was a businessman in both the oil and professional sports industries.,1
"He briefly worked for the FBI, then went into private law practice.",TSR,"he briefly worked for the fbi, then went into private law practice.",1
"Cobain and Nirvana were highly influential, popularizing what came to be known as 'grunge music'.",TSR,"cobain and nirvana were highly influential, popularizing what came to be known as 'grunge music'.",1
"In 1867, his brother's company, Rockefeller & Andrews, absorbed this refinery, and in 1870, the company became Standard Oil.",TSR,"in 1867, his brother's company, rockefeller & andrews, absorbed this refinery, and in 1870, the company became standard oil.",1
